,sepal_length,sepal_width,petal_length,petal_width,species
100,0.5390853474375009,0.5114164850960891,1.2538396510861762,1.6529074163253152,Iris-virginica
34,-1.1687928006942376,0.040374985665481214,-1.2975782435659262,-1.450912769322818,Iris-setosa
69,-0.31485372662836886,-1.3727495126263445,0.06317796691519505,-0.15765435863609575,Iris-versicolor
130,1.880989606683868,-0.6661872634804321,1.3105378265228895,0.8769523699132818,Iris-virginica
120,1.271033125208247,0.27589573538078566,1.0837451247760361,1.3942557341879707,Iris-virginica
3,-1.534766689579611,0.040374985665481214,-1.2975782435659262,-1.321586928254146,Iris-setosa
117,2.2469634955692404,1.6890202336726103,1.65072687914317,1.264929893119299,Iris-virginica
40,-1.0468015043991137,0.982457984526698,-1.410974594439353,-1.1922610871854735,Iris-setosa
127,0.2951027548472523,-0.19514576404982323,0.6301597212823292,0.7476265288446098,Iris-virginica
75,0.9050592363228734,-0.19514576404982323,0.34666884409876225,0.23032316456992072,Iris-versicolor
24,-1.2907840969893625,0.7469372348113935,-1.0707855418190726,-1.321586928254146,Iris-setosa
73,0.2951027548472523,-0.6661872634804321,0.5167633704089023,-0.028328517567423685,Iris-versicolor
77,1.0270505326179982,-0.19514576404982323,0.6868578967190424,0.6183006877759375,Iris-versicolor
85,0.17311145855212848,0.7469372348113935,0.40336701953547544,0.4889748467072654,Iris-versicolor
97,0.41709405114237713,-0.4306665137651277,0.28997066866204857,0.10099732350124865,Iris-versicolor
17,-0.92481020810399,0.982457984526698,-1.3542764190026397,-1.1922610871854735,Iris-setosa
60,-1.0468015043991137,-2.550353261202866,-0.16361473483165845,-0.28698019970476807,Iris-versicolor
96,-0.192862430333244,-0.4306665137651277,0.23327249322533536,0.10099732350124865,Iris-versicolor
5,-0.5588363192186164,1.9245409833879148,-1.1841818926924994,-1.0629352461168013,Iris-setosa
82,-0.07087113403812019,-0.9017080131957356,0.06317796691519505,-0.028328517567423685,Iris-versicolor
134,0.2951027548472523,-1.13722876291104,1.0270469493393224,0.23032316456992072,Iris-virginica
54,0.7830679400277496,-0.6661872634804321,0.4600651949721886,0.35964900563859303,Iris-versicolor
55,-0.192862430333244,-0.6661872634804321,0.40336701953547544,0.10099732350124865,Iris-versicolor
66,-0.31485372662836886,-0.19514576404982323,0.40336701953547544,0.35964900563859303,Iris-versicolor
142,-0.07087113403812019,-0.9017080131957356,0.7435560721557556,0.8769523699132818,Iris-virginica
125,1.6370070140936195,0.27589573538078566,1.2538396510861762,0.7476265288446098,Iris-virginica
29,-1.4127753932844862,0.27589573538078566,-1.2408800681292127,-1.321586928254146,Iris-setosa
91,0.2951027548472523,-0.19514576404982323,0.4600651949721886,0.23032316456992072,Iris-versicolor
28,-0.8028189118088651,0.7469372348113935,-1.3542764190026397,-1.321586928254146,Iris-setosa
52,1.271033125208247,0.040374985665481214,0.6301597212823292,0.35964900563859303,Iris-versicolor
102,1.5150157177984944,-0.19514576404982323,1.197141475649463,1.1356040520506265,Iris-virginica
47,-1.534766689579611,0.27589573538078566,-1.3542764190026397,-1.321586928254146,Iris-setosa
121,-0.31485372662836886,-0.6661872634804321,0.6301597212823292,1.0062782109819541,Iris-virginica
4,-1.0468015043991137,1.2179787342420025,-1.3542764190026397,-1.321586928254146,Iris-setosa
78,0.17311145855212848,-0.4306665137651277,0.40336701953547544,0.35964900563859303,Iris-versicolor
53,-0.43684502292349264,-1.8437910120569534,0.11987614235190848,0.10099732350124865,Iris-versicolor
115,0.6610766437326258,0.27589573538078566,0.8569524230291824,1.3942557341879707,Iris-virginica
64,-0.31485372662836886,-0.4306665137651277,-0.10691655939494502,0.10099732350124865,Iris-versicolor
21,-0.92481020810399,1.453499483957307,-1.2975782435659262,-1.0629352461168013,Iris-setosa
136,0.5390853474375009,0.7469372348113935,1.0270469493393224,1.523581575256643,Iris-virginica
94,-0.31485372662836886,-0.9017080131957356,0.23327249322533536,0.10099732350124865,Iris-versicolor
80,-0.43684502292349264,-1.608270262341649,0.006479791478481608,-0.15765435863609575,Iris-versicolor
38,-1.7787492821698587,-0.19514576404982323,-1.410974594439353,-1.321586928254146,Iris-setosa
118,2.2469634955692404,-1.13722876291104,1.764123230016597,1.3942557341879707,Iris-virginica
149,0.05112016225700469,-0.19514576404982323,0.7435560721557556,0.7476265288446098,Iris-virginica
105,2.1249721992741155,-0.19514576404982323,1.5940287037064564,1.1356040520506265,Iris-virginica
126,0.41709405114237713,-0.6661872634804321,0.5734615458456155,0.7476265288446098,Iris-virginica
108,1.0270505326179982,-1.3727495126263445,1.1404433002127494,0.7476265288446098,Iris-virginica
19,-0.92481020810399,1.6890202336726103,-1.2975782435659262,-1.1922610871854735,Iris-setosa
84,-0.5588363192186164,-0.19514576404982323,0.40336701953547544,0.35964900563859303,Iris-versicolor
42,-1.7787492821698587,0.27589573538078566,-1.410974594439353,-1.321586928254146,Iris-setosa
129,1.6370070140936195,-0.19514576404982323,1.1404433002127494,0.4889748467072654,Iris-virginica
141,1.271033125208247,0.040374985665481214,0.7435560721557556,1.3942557341879707,Iris-virginica
104,0.7830679400277496,-0.19514576404982323,1.1404433002127494,1.264929893119299,Iris-virginica
67,-0.07087113403812019,-0.9017080131957356,0.17657431778862168,-0.28698019970476807,Iris-versicolor
147,0.7830679400277496,-0.19514576404982323,0.8002542475924692,1.0062782109819541,Iris-virginica
87,0.5390853474375009,-1.8437910120569534,0.34666884409876225,0.10099732350124865,Iris-versicolor
114,-0.07087113403812019,-0.6661872634804321,0.7435560721557556,1.523581575256643,Iris-virginica
132,0.6610766437326258,-0.6661872634804321,1.0270469493393224,1.264929893119299,Iris-virginica
135,2.2469634955692404,-0.19514576404982323,1.3105378265228895,1.3942557341879707,Iris-virginica
39,-0.92481020810399,0.7469372348113935,-1.2975782435659262,-1.321586928254146,Iris-setosa
81,-0.43684502292349264,-1.608270262341649,-0.050218383958231576,-0.28698019970476807,Iris-versicolor
70,0.05112016225700469,0.27589573538078566,0.5734615458456155,0.7476265288446098,Iris-versicolor
133,0.5390853474375009,-0.6661872634804321,0.7435560721557556,0.35964900563859303,Iris-virginica
22,-1.534766689579611,1.2179787342420025,-1.5810691207494931,-1.321586928254146,Iris-setosa
139,1.271033125208247,0.040374985665481214,0.9136505984658961,1.1356040520506265,Iris-virginica
20,-0.5588363192186164,0.7469372348113935,-1.1841818926924994,-1.321586928254146,Iris-setosa
16,-0.5588363192186164,1.9245409833879148,-1.410974594439353,-1.0629352461168013,Iris-setosa
71,0.2951027548472523,-0.6661872634804321,0.11987614235190848,0.10099732350124865,Iris-versicolor
95,-0.192862430333244,-0.19514576404982323,0.23327249322533536,-0.028328517567423685,Iris-versicolor
15,-0.192862430333244,3.102144731964437,-1.2975782435659262,-1.0629352461168013,Iris-setosa
45,-1.2907840969893625,-0.19514576404982323,-1.3542764190026397,-1.1922610871854735,Iris-setosa
18,-0.192862430333244,1.6890202336726103,-1.1841818926924994,-1.1922610871854735,Iris-setosa
76,1.1490418289131221,-0.6661872634804321,0.5734615458456155,0.23032316456992072,Iris-versicolor
103,0.5390853474375009,-0.4306665137651277,1.0270469493393224,0.7476265288446098,Iris-virginica
43,-1.0468015043991137,0.982457984526698,-1.2408800681292127,-0.804283563979457,Iris-setosa
11,-1.2907840969893625,0.7469372348113935,-1.2408800681292127,-1.321586928254146,Iris-setosa
56,0.5390853474375009,0.5114164850960891,0.5167633704089023,0.4889748467072654,Iris-versicolor
9,-1.1687928006942376,0.040374985665481214,-1.2975782435659262,-1.450912769322818,Iris-setosa
26,-1.0468015043991137,0.7469372348113935,-1.2408800681292127,-1.0629352461168013,Iris-setosa
49,-1.0468015043991137,0.5114164850960891,-1.3542764190026397,-1.321586928254146,Iris-setosa
101,-0.07087113403812019,-0.9017080131957356,0.7435560721557556,0.8769523699132818,Iris-virginica
6,-1.534766689579611,0.7469372348113935,-1.3542764190026397,-1.1922610871854735,Iris-setosa
